ZFP62	0.0408604722446571
PLA2G4A	0.0397621299294914
ABI1	0.0382340329089491
GABRA3	0.043138882937878
BRWD3	0.0390101430830408
COL4A3BP	0.0423631645718528
PPFIA1	0.0470524207105329
MT	0.0390681122597949
BNC2	0.0402556111588024
CNTN2	0.048215332193283
VRK3	0.0500969819769497
ABHD10	0.0387874125820987
PPFIA2	0.0426938279859264
SLC9C1	0.03724500835322
ORAOV1	0.0501098835361692
EVPLL	0.0517354334348125
LCK	0.0518004259626616
DDO	0.0410685402245656
DUSP23	0.0605189996805906
PRKDC	0.0439542066126109
ICE1	0.0425298974084773
ACCSL	0.0444540849062094
ZFPM2	0.0431386646555563
YPEL5	0.0402807787288136
CTCFL	0.0483855681452027
CDC40	0.0396115525144862
NPAT	0.0376719743442288
SCN5A	0.0516878247061438
KCTD18	0.0482700246170408
LRRC1	0.0451587231660223
POLQ	0.0408429399383496
MS4A3	0.0393356754546562
GPD1L	0.0420765319820482
DCTN4	0.0477697677222483
ABCA12	0.0413838011094436
LGR5	0.0423371471892451
RAVER2	0.0405041931340929
C20orf24	0.0516807548161884
MLH3	0.0405494269582592
PLCG1	0.05357881046529
GLB1L2	0.0505165298673685
PDPR	0.0461989486413674
CD226	0.0383441856036591
SLC5A1	0.0430639408103615
PLXNA1	0.0551519309160982
IFNA17	0.0385274893605653
ARF4	0.0408765166078063
WDFY3	0.0420502210044993
RHPN2	0.0471155176658313
BAIAP3	0.0560599849079233
NPAS4	0.0515390946800341
DNA2	0.0402559877744697
KRI1	0.0560559624225245
TMPRSS6	0.0540891201321644
EMID1	0.0549040491860266
PTBP3	0.0378723682095415
COL5A3	0.0540048307758503
SHF	0.0543224965345053
KANSL1L	0.0391183675413109
PLA2G2F	0.0497605871400794
THEGL	0.0487485073167051
MSH2	0.0426582371500045
SPTLC1	0.0431171538828145
CSMD3	0.0401512231369197
BCAS3	0.0471271070349827
REV3L	0.0409556311628073
SAMD4B	0.0502713482465191
ZNF627	0.0440841141824015
CHL1	0.0410989077728562
SYCP1	0.0381621512457455
ANAPC4	0.0425139386587348
GRIA2	0.0391059213008983
BUB1	0.040650159556155
LNPEP	0.0386459414265092
ATP13A3	0.0379100769792748
THRAP3	0.0483706839972248
PAEP	0.0497378227748313
SF3A3	0.0459188007121642
AGK	0.0426711937713991
GOLGA8K	0.046130306591981
HSF1	0.0574808066214232
SLC12A8	0.0457990860871276
CHD3	0.0519035122936814
ITGA11	0.0510545696157135
HINT1	0.0486353943542164
NAA16	0.0410835522693438
TAF6L	0.0607944487338538
ITGB1BP1	0.0414796962237146
DCUN1D3	0.0401722831601115
CFAP43	0.0426100630729399
AMPH	0.0473230489862366
HDAC2	0.0382276505466656
BRCA1	0.0399879692374209
MROH9	0.0409950979579175
CYP4F12	0.0494119677950139
EDAR	0.0444927918443423
STRC	0.0457856029771722
CEMIP	0.0475799675009878
ZNF641	0.0417450983493681
DKK4	0.0479288919683118
MPP5	0.0418132709094064
BAZ1A	0.0433992080799039
INPP4B	0.0373039490643238
CSGALNACT2	0.0393446354657594
MEF2C	0.0390663764077557
TMEM128	0.0429495182207395
TMC4	0.0550215158000131
PRR5	0.0558222872610384
KPTN	0.0571844639033123
AKR1B10	0.043990173631407
CPNE9	0.053527809002698
SP100	0.0429390713845839
STT3A	0.0417845730066765
TTN	0.0419292574793578
USP34	0.0401159713402388
PRSS38	0.0495932117448183
ADCY5	0.059141203675881
DAZ2	0.0388818173328612
NIPAL4	0.0468315395130502
DLEC1	0.0476269731392047
CIT	0.0496848898193645
CAPN1	0.0561373459209587
SORBS2	0.048973963170027
CNKSR1	0.0506646520587374
ZMYM6	0.0382731354429862
DDX23	0.0509321481920683
UBAP2	0.0449081770304887
ETF1	0.0421090685975226
TTLL13	0.0500686228097005
NECAB1	0.038685221518751
NSMAF	0.0450298145702106
CATSPERB	0.0393058085902359
POLR3B	0.0444467028798574
ALK	0.052632515753427
A2M	0.0441936098843736
ESRRG	0.0388962054790559
HRAS	0.0599695920425706
FCF1	0.0398574611931127
PZP	0.0425533757992578
CCDC68	0.0383672527577071
NOC4L	0.0581973112109362
KAT5	0.0543145540105174
INTS10	0.0477341110742533
OPHN1	0.0419123835021288
PCF11	0.042974020442076
C9orf114	0.050145059560742
PIRT	0.0445923205681029
DOCK8	0.0453745783757977
ZNF385A	0.0563007434085818
FIS1	0.0545338367136746
RYR1	0.0576954046285703
ARMC9	0.0493060309354381
MYO9A	0.041597220333757
ZNF185	0.0448405422806748
MRPL44	0.0446351735667629
DNAJB14	0.0362221264530084
UGGT1	0.0424477264377426
PLA2G4E	0.0470755433378015
TIMELESS	0.0475596036297726
SH3D21	0.05513610625221
MARK3	0.0497020036991883
WWC1	0.0513674386925121
CCAR2	0.0502285677354042
SLC25A4	0.044225271036628
TFAP2D	0.0477746036242328
CNNM4	0.050673972269876
UGT2B17	0.0387711867232894
ATG2B	0.0439745295955886
SARDH	0.0558769380401927
B4GALNT3	0.0519182609635414
FKBP1A	0.0469407310673928
UBR1	0.0391796408166579
NUDC	0.0515855355220995
NEDD1	0.039622948769592
ASPH	0.0410939854101398
CTTNBP2	0.0428711688066216
